data_points training_accuracy simulation_reward
1024 0.8720703125 0.08113772590811254
2048 0.7958984375 0.11616911069610204
4096 0.732666015625 0.13675136855391998
8192 0.766357421875 0.1261445354666149
16384 0.65411376953125 0.14176751165536441
