data_points training_accuracy simulation_reward
1024 0.6064453125 0.2581934655755636
2048 0.53662109375 0.29976052157240374
4096 0.504638671875 0.3541692238750016
8192 0.4703369140625 0.34584418700654707
16384 0.43267822265625 0.38972266047860465
