data_points training_accuracy simulation_reward
1024 0.921875 0.08571801296707036
2048 0.84423828125 0.09817496921745529
4096 0.80859375 0.20114039815592494
8192 0.85009765625 0.17930994213947993
16384 0.7335205078125 0.1478774026419423
